Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
United States,Gold,Total reductions in stock,A,2001,Tonnes,Units,335.0
United States,Gold,Total reductions in stock,A,2007,Tonnes,Units,238.0
Australia,Gold,Closing stock,AB,2009,Tonnes,Units,7365.75
United States,Gold,Extractions,A,2001,Tonnes,Units,335.0
Canada,Gold,Opening stock,A,2006,Tonnes,Units,965.0
United States,Gold,Total reductions in stock,A,2012,Tonnes,Units,235.0
United States,Gold,Discrepancies,A,2001,Tonnes,Units,335.0
United States,Gold,Discrepancies,A,2003,Tonnes,Units,277.0
United States,Gold,Closing stock,A,2011,Tonnes,Units,3000.0
United States,Gold,Closing stock,A,2012,Tonnes,Units,3000.0
United States,Gold,Closing stock,A,2013,Tonnes,Units,3000.0
Canada,Gold,Opening stock,A,2007,Tonnes,Units,1032.0
United States,Gold,Closing stock,A,2014,Tonnes,Units,3000.0
United States,Gold,Closing stock,A,2016,Tonnes,Units,3000.0
United States,Gold,Discrepancies,A,2002,Tonnes,Units,298.0
United States,Gold,Closing stock,A,2017,Tonnes,Units,3000.0
United States,Gold,Closing stock,A,2018,Tonnes,Units,3000.0
United States,Gold,Closing stock,A,2019,Tonnes,Units,3000.0
United States,Gold,Discrepancies,A,2000,Tonnes,Units,353.0
United States,Gold,Closing stock,A,2015,Tonnes,Units,3000.0
United States,Gold,Discrepancies,A,2004,Tonnes,Units,-2642.0
United States,Gold,Closing stock,A,2008,Tonnes,Units,3000.0
United States,Gold,Total reductions in stock,A,2015,Tonnes,Units,214.0
United States,Gold,Closing stock,A,2007,Tonnes,Units,2700.0
United States,Gold,Closing stock,A,2001,Tonnes,Units,5600.0
United States,Gold,Closing stock,A,2006,Tonnes,Units,2700.0
United States,Gold,Closing stock,A,2005,Tonnes,Units,2700.0
United States,Gold,Total reductions in stock,A,2013,Tonnes,Units,230.0
United States,Gold,Closing stock,A,2004,Tonnes,Units,2700.0
United States,Gold,Total reductions in stock,A,2014,Tonnes,Units,210.0
United States,Gold,Closing stock,A,2003,Tonnes,Units,5600.0
United States,Gold,Closing stock,A,2000,Tonnes,Units,5600.0
United States,Gold,Closing stock,A,2010,Tonnes,Units,3000.0
United States,Gold,Total reductions in stock,A,2019,Tonnes,Units,200.0
United States,Gold,Total reductions in stock,A,2018,Tonnes,Units,226.0
United States,Gold,Total reductions in stock,A,2017,Tonnes,Units,237.0
United States,Gold,Total reductions in stock,A,2016,Tonnes,Units,232.0
United States,Gold,Closing stock,A,2002,Tonnes,Units,5600.0
Australia,Gold,Closing stock,AB,2008,Tonnes,Units,6437.0
United States,Gold,Discrepancies,A,2015,Tonnes,Units,214.0
Australia,Gold,Closing stock,AB,2006,Tonnes,Units,5506.0
Australia,Gold,Total reductions in stock,AB,2004,Tonnes,Units,265.0
Australia,Gold,Total reductions in stock,AB,2005,Tonnes,Units,254.5
Australia,Gold,Closing stock,AB,2014,Tonnes,Units,9394.5
Australia,Gold,Closing stock,AB,2015,Tonnes,Units,9508.5
Australia,Gold,Closing stock,AB,2016,Tonnes,Units,9819.0
Australia,Gold,Closing stock,AB,2017,Tonnes,Units,10020.4
Australia,Gold,Closing stock,AB,2007,Tonnes,Units,5853.25
Australia,Gold,Closing stock,AB,2018,Tonnes,Units,10118.85
Australia,Gold,Discrepancies,AB,2001,Tonnes,Units,430.55
Australia,Gold,Discrepancies,AB,2002,Tonnes,Units,441.8
Australia,Gold,Discrepancies,AB,2003,Tonnes,Units,372.5
Australia,Gold,Discrepancies,AB,2004,Tonnes,Units,269.25
Australia,Gold,Discrepancies,AB,2005,Tonnes,Units,188.0
Australia,Gold,Discrepancies,AB,2006,Tonnes,Units,371.75
Australia,Gold,Closing stock,AB,2019,Tonnes,Units,10146.9
Australia,Gold,Discrepancies,AB,2007,Tonnes,Units,577.25
Australia,Gold,Total reductions in stock,AB,2002,Tonnes,Units,271.3
Australia,Gold,Opening stock,AB,2011,Tonnes,Units,8340.25
United States,Gold,Discrepancies,A,2017,Tonnes,Units,237.0
United States,Gold,Discrepancies,A,2018,Tonnes,Units,226.0
United States,Gold,Discrepancies,A,2019,Tonnes,Units,200.0
Australia,Gold,Opening stock,AB,2000,Tonnes,Units,4849.75
Australia,Gold,Opening stock,AB,2001,Tonnes,Units,5023.0
Australia,Gold,Opening stock,AB,2002,Tonnes,Units,5171.5
Australia,Gold,Opening stock,AB,2012,Tonnes,Units,9150.75
Australia,Gold,Opening stock,AB,2003,Tonnes,Units,5342.0
Australia,Gold,Opening stock,AB,2005,Tonnes,Units,5446.25
Australia,Gold,Opening stock,AB,2006,Tonnes,Units,5379.75
Australia,Gold,Opening stock,AB,2007,Tonnes,Units,5506.0
Australia,Gold,Opening stock,AB,2008,Tonnes,Units,5853.25
Australia,Gold,Opening stock,AB,2009,Tonnes,Units,6437.0
Australia,Gold,Opening stock,AB,2010,Tonnes,Units,7365.75
Australia,Gold,Opening stock,AB,2004,Tonnes,Units,5442.0
Australia,Gold,Discrepancies,AB,2008,Tonnes,Units,802.75
Australia,Gold,Total reductions in stock,AB,2003,Tonnes,Units,272.5
Australia,Gold,Discrepancies,AB,2010,Tonnes,Units,1233.5
Australia,Gold,Total reductions in stock,AB,2012,Tonnes,Units,258.0
Australia,Gold,Total reductions in stock,AB,2013,Tonnes,Units,269.5
Australia,Gold,Total reductions in stock,AB,2014,Tonnes,Units,276.0
Australia,Gold,Total reductions in stock,AB,2015,Tonnes,Units,283.0
Australia,Gold,Total reductions in stock,AB,2016,Tonnes,Units,288.0
Australia,Gold,Closing stock,AB,2010,Tonnes,Units,8340.25
Australia,Gold,Total reductions in stock,AB,2011,Tonnes,Units,254.5
Australia,Gold,Total reductions in stock,AB,2019,Tonnes,Units,321.3
Australia,Gold,Closing stock,AB,2001,Tonnes,Units,5171.5
Australia,Gold,Closing stock,AB,2002,Tonnes,Units,5342.0
Australia,Gold,Closing stock,AB,2003,Tonnes,Units,5442.0
Australia,Gold,Closing stock,AB,2004,Tonnes,Units,5446.25
Australia,Gold,Closing stock,AB,2005,Tonnes,Units,5379.75
Australia,Gold,Discrepancies,AB,2009,Tonnes,Units,1170.25
Australia,Gold,Closing stock,AB,2000,Tonnes,Units,5023.0
Australia,Gold,Total reductions in stock,AB,2010,Tonnes,Units,259.0
Australia,Gold,Total reductions in stock,AB,2018,Tonnes,Units,312.15
Australia,Gold,Total reductions in stock,AB,2008,Tonnes,Units,219.0
Australia,Gold,Total reductions in stock,AB,2009,Tonnes,Units,241.5
Australia,Gold,Discrepancies,AB,2012,Tonnes,Units,799.25
Australia,Gold,Discrepancies,AB,2013,Tonnes,Units,236.75
Australia,Gold,Discrepancies,AB,2014,Tonnes,Units,11.25
Australia,Gold,Discrepancies,AB,2015,Tonnes,Units,397.0
Australia,Gold,Discrepancies,AB,2016,Tonnes,Units,598.5
Australia,Gold,Discrepancies,AB,2017,Tonnes,Units,496.9
Australia,Gold,Discrepancies,AB,2011,Tonnes,Units,1065.0
Australia,Gold,Closing stock,AB,2013,Tonnes,Units,9659.25
Australia,Gold,Closing stock,AB,2012,Tonnes,Units,9692.0
Australia,Gold,Closing stock,AB,2011,Tonnes,Units,9150.75
Australia,Gold,Total reductions in stock,AB,2017,Tonnes,Units,295.5
Australia,Gold,Total reductions in stock,AB,2006,Tonnes,Units,245.5
Australia,Gold,Total reductions in stock,AB,2007,Tonnes,Units,230.0
Australia,Gold,Discrepancies,AB,2018,Tonnes,Units,410.6
Australia,Iron-Ore,Opening stock,AB,2019,Tonnes,Billions,48.45
Australia,Iron-Ore,Extractions,AB,2009,Tonnes,Billions,0.412
Australia,Iron-Ore,Extractions,AB,2015,Tonnes,Billions,0.835
Australia,Iron-Ore,Extractions,AB,2014,Tonnes,Billions,0.773
Australia,Iron-Ore,Extractions,AB,2013,Tonnes,Billions,0.672
Australia,Iron-Ore,Extractions,AB,2012,Tonnes,Billions,0.565
Australia,Iron-Ore,Extractions,AB,2000,Tonnes,Billions,0.168
Australia,Iron-Ore,Extractions,AB,2010,Tonnes,Billions,0.459
Australia,Iron-Ore,Extractions,AB,2007,Tonnes,Billions,0.32
Australia,Iron-Ore,Extractions,AB,2006,Tonnes,Billions,0.287
Australia,Iron-Ore,Extractions,AB,2005,Tonnes,Billions,0.269
Australia,Iron-Ore,Extractions,AB,2004,Tonnes,Billions,0.242
Australia,Iron-Ore,Opening stock,AB,2018,Tonnes,Billions,48.6
Australia,Iron-Ore,Extractions,AB,2011,Tonnes,Billions,0.504
Australia,Iron-Ore,Opening stock,AB,2017,Tonnes,Billions,49.7
Canada,Iron-Ore,Total reductions in stock,A,2015,Tonnes,Billions,0.046
Australia,Iron-Ore,Opening stock,AB,2003,Tonnes,Billions,12.7
Canada,Iron-Ore,Total reductions in stock,A,2016,Tonnes,Billions,0.047
Australia,Iron-Ore,Opening stock,AB,2016,Tonnes,Billions,51.8
Australia,Iron-Ore,Opening stock,AB,2015,Tonnes,Billions,53.25
Australia,Iron-Ore,Opening stock,AB,2014,Tonnes,Billions,51.05
Australia,Iron-Ore,Opening stock,AB,2013,Tonnes,Billions,44.9
Australia,Iron-Ore,Opening stock,AB,2012,Tonnes,Billions,38.65
Australia,Iron-Ore,Opening stock,AB,2002,Tonnes,Billions,12.85
Australia,Iron-Ore,Opening stock,AB,2011,Tonnes,Billions,33.7
Australia,Iron-Ore,Opening stock,AB,2009,Tonnes,Billions,24.1
Australia,Iron-Ore,Opening stock,AB,2008,Tonnes,Billions,20.85
Australia,Iron-Ore,Opening stock,AB,2007,Tonnes,Billions,18.5
Australia,Iron-Ore,Opening stock,AB,2006,Tonnes,Billions,16.5
Australia,Iron-Ore,Opening stock,AB,2005,Tonnes,Billions,14.5
Australia,Iron-Ore,Opening stock,AB,2004,Tonnes,Billions,13.1
Australia,Iron-Ore,Opening stock,AB,2010,Tonnes,Billions,28.65
Australia,Iron-Ore,Extractions,AB,2003,Tonnes,Billions,0.21
Canada,Iron-Ore,Discrepancies,A,2004,Tonnes,Billions,0.029
Australia,Iron-Ore,Extractions,AB,2001,Tonnes,Billions,0.18
Canada,Iron-Ore,Closing stock,A,2016,Tonnes,Billions,1.17
Canada,Iron-Ore,Discrepancies,A,2015,Tonnes,Billions,0.046
Canada,Iron-Ore,Discrepancies,A,2008,Tonnes,Billions,0.031
Canada,Iron-Ore,Discrepancies,A,2014,Tonnes,Billions,0.043
Canada,Iron-Ore,Discrepancies,A,2013,Tonnes,Billions,0.042
Canada,Iron-Ore,Discrepancies,A,2012,Tonnes,Billions,0.039
Canada,Iron-Ore,Closing stock,A,2014,Tonnes,Billions,1.17
Canada,Iron-Ore,Discrepancies,A,2011,Tonnes,Billions,0.036
Canada,Iron-Ore,Discrepancies,A,2009,Tonnes,Billions,0.032
Canada,Iron-Ore,Discrepancies,A,2007,Tonnes,Billions,0.033
Canada,Iron-Ore,Discrepancies,A,2000,Tonnes,Billions,0.035
Canada,Iron-Ore,Discrepancies,A,2006,Tonnes,Billions,0.034
Canada,Iron-Ore,Discrepancies,A,2005,Tonnes,Billions,0.03
Canada,Iron-Ore,Closing stock,A,2005,Tonnes,Billions,1.17
Canada,Iron-Ore,Discrepancies,A,2010,Tonnes,Billions,0.034
Canada,Iron-Ore,Closing stock,A,2000,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2001,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2002,Tonnes,Billions,1.17
Australia,Iron-Ore,Opening stock,AB,2001,Tonnes,Billions,13.8
Australia,Iron-Ore,Opening stock,AB,2000,Tonnes,Billions,15.0
Canada,Iron-Ore,Discrepancies,A,2016,Tonnes,Billions,0.047
Canada,Iron-Ore,Closing stock,A,2007,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2013,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2012,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2011,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2010,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2009,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2008,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2006,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2015,Tonnes,Billions,1.17
United States,Iron-Ore,Total reductions in stock,A,2018,Tonnes,Billions,0.05
Canada,Iron-Ore,Closing stock,A,2004,Tonnes,Billions,1.17
Canada,Iron-Ore,Closing stock,A,2003,Tonnes,Billions,1.17
Australia,Iron-Ore,Extractions,AB,2002,Tonnes,Billions,0.192
Canada,Iron-Ore,Total reductions in stock,A,2013,Tonnes,Billions,0.042
United States,Iron-Ore,Total reductions in stock,A,2000,Tonnes,Billions,0.063
United States,Iron-Ore,Extractions,A,2016,Tonnes,Billions,0.042
United States,Iron-Ore,Opening stock,A,2016,Tonnes,Billions,11.5
United States,Iron-Ore,Opening stock,A,2015,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2014,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2013,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2012,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2011,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2017,Tonnes,Billions,3.0
United States,Iron-Ore,Opening stock,A,2010,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2008,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2007,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2006,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2005,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2004,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2003,Tonnes,Billions,6.9
Canada,Iron-Ore,Total reductions in stock,A,2000,Tonnes,Billions,0.035
United States,Iron-Ore,Opening stock,A,2002,Tonnes,Billions,6.9
United States,Iron-Ore,Opening stock,A,2019,Tonnes,Billions,2.9
Canada,Iron-Ore,Total reductions in stock,A,2011,Tonnes,Billions,0.036
Canada,Iron-Ore,Discrepancies,A,2003,Tonnes,Billions,0.033
Canada,Iron-Ore,Total reductions in stock,A,2005,Tonnes,Billions,0.03
United States,Iron-Ore,Extractions,A,2000,Tonnes,Billions,0.063
United States,Iron-Ore,Extractions,A,2001,Tonnes,Billions,0.046
Canada,Iron-Ore,Total reductions in stock,A,2001,Tonnes,Billions,0.027
Canada,Iron-Ore,Total reductions in stock,A,2002,Tonnes,Billions,0.031
Canada,Iron-Ore,Total reductions in stock,A,2012,Tonnes,Billions,0.039
Canada,Iron-Ore,Total reductions in stock,A,2003,Tonnes,Billions,0.033
Canada,Iron-Ore,Total reductions in stock,A,2006,Tonnes,Billions,0.034
United States,Iron-Ore,Opening stock,A,2001,Tonnes,Billions,10.0
Canada,Iron-Ore,Total reductions in stock,A,2007,Tonnes,Billions,0.033
Canada,Iron-Ore,Total reductions in stock,A,2008,Tonnes,Billions,0.031
Canada,Iron-Ore,Total reductions in stock,A,2009,Tonnes,Billions,0.032
Canada,Iron-Ore,Total reductions in stock,A,2010,Tonnes,Billions,0.034
Canada,Iron-Ore,Total reductions in stock,A,2004,Tonnes,Billions,0.029
United States,Iron-Ore,Extractions,A,2017,Tonnes,Billions,0.048
United States,Iron-Ore,Opening stock,A,2009,Tonnes,Billions,6.9
Canada,Iron-Ore,Total reductions in stock,A,2014,Tonnes,Billions,0.043
United States,Iron-Ore,Extractions,A,2018,Tonnes,Billions,0.05
United States,Iron-Ore,Extractions,A,2003,Tonnes,Billions,0.046
United States,Iron-Ore,Extractions,A,2004,Tonnes,Billions,0.055
United States,Iron-Ore,Extractions,A,2005,Tonnes,Billions,0.054
United States,Iron-Ore,Extractions,A,2006,Tonnes,Billions,0.053
United States,Iron-Ore,Extractions,A,2007,Tonnes,Billions,0.052
United States,Iron-Ore,Extractions,A,2002,Tonnes,Billions,0.062
United States,Iron-Ore,Extractions,A,2008,Tonnes,Billions,0.054
United States,Iron-Ore,Extractions,A,2010,Tonnes,Billions,0.05
United States,Iron-Ore,Extractions,A,2011,Tonnes,Billions,0.055
United States,Iron-Ore,Extractions,A,2012,Tonnes,Billions,0.054
United States,Iron-Ore,Extractions,A,2013,Tonnes,Billions,0.053
United States,Iron-Ore,Extractions,A,2014,Tonnes,Billions,0.056
United States,Iron-Ore,Extractions,A,2015,Tonnes,Billions,0.046
United States,Iron-Ore,Extractions,A,2009,Tonnes,Billions,0.027
Australia,Iron-Ore,Extractions,AB,2008,Tonnes,Billions,0.368
United States,Iron-Ore,Extractions,A,2019,Tonnes,Billions,0.048
United States,Iron-Ore,Total reductions in stock,A,2016,Tonnes,Billions,0.042
United States,Iron-Ore,Total reductions in stock,A,2002,Tonnes,Billions,0.062
United States,Iron-Ore,Total reductions in stock,A,2003,Tonnes,Billions,0.046
United States,Iron-Ore,Total reductions in stock,A,2004,Tonnes,Billions,0.055
United States,Iron-Ore,Total reductions in stock,A,2005,Tonnes,Billions,0.054
United States,Iron-Ore,Total reductions in stock,A,2006,Tonnes,Billions,0.053
United States,Iron-Ore,Total reductions in stock,A,2007,Tonnes,Billions,0.052
United States,Iron-Ore,Total reductions in stock,A,2001,Tonnes,Billions,0.046
United States,Iron-Ore,Total reductions in stock,A,2008,Tonnes,Billions,0.054
United States,Iron-Ore,Total reductions in stock,A,2010,Tonnes,Billions,0.05
United States,Iron-Ore,Total reductions in stock,A,2011,Tonnes,Billions,0.055
United States,Iron-Ore,Total reductions in stock,A,2012,Tonnes,Billions,0.054
United States,Iron-Ore,Total reductions in stock,A,2013,Tonnes,Billions,0.053
United States,Iron-Ore,Total reductions in stock,A,2014,Tonnes,Billions,0.056
United States,Iron-Ore,Total reductions in stock,A,2015,Tonnes,Billions,0.046
United States,Iron-Ore,Total reductions in stock,A,2009,Tonnes,Billions,0.027
United States,Iron-Ore,Opening stock,A,2000,Tonnes,Billions,10.0
Canada,Iron-Ore,Discrepancies,A,2002,Tonnes,Billions,0.031
United States,Iron-Ore,Total reductions in stock,A,2017,Tonnes,Billions,0.048
United States,Iron-Ore,Discrepancies,A,2002,Tonnes,Billions,0.062
United States,Iron-Ore,Discrepancies,A,2003,Tonnes,Billions,0.046
United States,Iron-Ore,Discrepancies,A,2004,Tonnes,Billions,0.055
United States,Iron-Ore,Discrepancies,A,2018,Tonnes,Billions,0.05
United States,Iron-Ore,Discrepancies,A,2017,Tonnes,Billions,-0.052
United States,Iron-Ore,Discrepancies,A,2016,Tonnes,Billions,-8.458
United States,Iron-Ore,Discrepancies,A,2001,Tonnes,Billions,-3.054
United States,Iron-Ore,Discrepancies,A,2015,Tonnes,Billions,4.646
United States,Iron-Ore,Discrepancies,A,2013,Tonnes,Billions,0.053
United States,Iron-Ore,Discrepancies,A,2012,Tonnes,Billions,0.054
United States,Iron-Ore,Discrepancies,A,2011,Tonnes,Billions,0.055
United States,Iron-Ore,Discrepancies,A,2010,Tonnes,Billions,0.05
United States,Iron-Ore,Discrepancies,A,2009,Tonnes,Billions,0.027
United States,Iron-Ore,Discrepancies,A,2008,Tonnes,Billions,0.054
United States,Iron-Ore,Discrepancies,A,2014,Tonnes,Billions,0.056
Canada,Iron-Ore,Extractions,A,2015,Tonnes,Billions,0.046
United States,Iron-Ore,Discrepancies,A,2000,Tonnes,Billions,0.063
United States,Iron-Ore,Discrepancies,A,2019,Tonnes,Billions,0.148
Canada,Iron-Ore,Opening stock,A,2005,Tonnes,Billions,1.17
United States,Iron-Ore,Closing stock,A,2014,Tonnes,Billions,6.9
United States,Iron-Ore,Closing stock,A,2019,Tonnes,Billions,3.0
United States,Iron-Ore,Closing stock,A,2018,Tonnes,Billions,2.9
Canada,Iron-Ore,Opening stock,A,2006,Tonnes,Billions,1.17
United States,Iron-Ore,Closing stock,A,2017,Tonnes,Billions,2.9
Canada,Iron-Ore,Extractions,A,2016,Tonnes,Billions,0.047
United States,Iron-Ore,Closing stock,A,2016,Tonnes,Billions,3.0
United States,Iron-Ore,Closing stock,A,2013,Tonnes,Billions,6.9
United States,Iron-Ore,Discrepancies,A,2005,Tonnes,Billions,0.054
United States,Iron-Ore,Closing stock,A,2012,Tonnes,Billions,6.9
United States,Iron-Ore,Closing stock,A,2011,Tonnes,Billions,6.9
United States,Iron-Ore,Closing stock,A,2010,Tonnes,Billions,6.9
United States,Iron-Ore,Closing stock,A,2009,Tonnes,Billions,6.9
United States,Iron-Ore,Closing stock,A,2015,Tonnes,Billions,11.5
Australia,Iron-Ore,Extractions,AB,2017,Tonnes,Billions,0.892
Canada,Iron-Ore,Extractions,A,2014,Tonnes,Billions,0.043
United States,Iron-Ore,Closing stock,A,2005,Tonnes,Billions,6.9
Canada,Iron-Ore,Extractions,A,2011,Tonnes,Billions,0.036
Canada,Iron-Ore,Extractions,A,2010,Tonnes,Billions,0.034
Canada,Iron-Ore,Extractions,A,2009,Tonnes,Billions,0.032
Canada,Iron-Ore,Extractions,A,2008,Tonnes,Billions,0.031
Canada,Iron-Ore,Extractions,A,2007,Tonnes,Billions,0.033
Canada,Iron-Ore,Extractions,A,2006,Tonnes,Billions,0.034
Canada,Iron-Ore,Opening stock,A,2016,Tonnes,Billions,1.17
Canada,Iron-Ore,Extractions,A,2005,Tonnes,Billions,0.03
Canada,Iron-Ore,Extractions,A,2003,Tonnes,Billions,0.033
Canada,Iron-Ore,Extractions,A,2002,Tonnes,Billions,0.031
Canada,Iron-Ore,Extractions,A,2001,Tonnes,Billions,0.027
Canada,Iron-Ore,Extractions,A,2000,Tonnes,Billions,0.035
United States,Iron-Ore,Discrepancies,A,2006,Tonnes,Billions,0.053
Canada,Iron-Ore,Discrepancies,A,2001,Tonnes,Billions,0.027
Canada,Iron-Ore,Extractions,A,2004,Tonnes,Billions,0.029
Canada,Iron-Ore,Extractions,A,2013,Tonnes,Billions,0.042
Canada,Iron-Ore,Opening stock,A,2015,Tonnes,Billions,1.17
Canada,Iron-Ore,Opening stock,A,2013,Tonnes,Billions,1.17
Canada,Iron-Ore,Opening stock,A,2012,Tonnes,Billions,1.17
Canada,Iron-Ore,Opening stock,A,2011,Tonnes,Billions,1.17
United States,Iron-Ore,Closing stock,A,2008,Tonnes,Billions,6.9
